"Date","Criterion","Parameter 1","Parameter 2","Value"
"07.04.2015","cities","Ufa","",3
"07.04.2015","cities","Yaroslavl","",2
"07.04.2015","cities","Boston","",2
"07.04.2015","cities","Novy Urengoy","",2
"07.04.2015","cities","Bryansk","",2
"07.04.2015","cities","Kaliningrad","",2
"07.04.2015","cities","Ulyanovsk","",2
"07.04.2015","cities","Kaluga","",2
"07.04.2015","cities","Volgograd","",2
"07.04.2015","cities","Alexandrov","",2
"07.04.2015","countries","Russia","",305
"07.04.2015","countries","Ukraine","",49
"07.04.2015","countries","Belarus","",23
"07.04.2015","countries","Kazakhstan","",17
"07.04.2015","countries","USA","",14
"07.04.2015","countries","Canada","",8
"07.04.2015","countries","Germany","",2
"07.04.2015","countries","","",2
"07.04.2015","countries","Moldova","",2
"07.04.2015","countries","Tajikistan","",1
"07.04.2015","countries","Latvia","",1
"07.04.2015","countries","Sweden","",1
"07.04.2015","countries","Azerbaijan","",1
"07.04.2015","countries","","",1
"07.04.2015","countries","Ghana","",1
"07.04.2015","sections","Discussion board","",31
"07.04.2015","sections","Videos","",6
"07.04.2015","sections","Photos","",4
"07.04.2015","activity","Wall posts","",9
"07.04.2015","activity","Photo comments","",29
"07.04.2015","activity","Discussion comments","",4
"07.04.2015","feedback","Like","",110
"07.04.2015","feedback","Share","",17
"07.04.2015","feedback","Comments","",70
"07.04.2015","members","New members","",20
"07.04.2015","members","Members lost","",23
"06.04.2015","views","","",865
"06.04.2015","visitors","","",415
"06.04.2015","gender","F","",68
"06.04.2015","gender","M","",254
"06.04.2015","age","1-18","",38
"06.04.2015","age","18-21","",45
"06.04.2015","age","21-24","",59
"06.04.2015","age","24-27","",48
"06.04.2015","age","27-30","",35
"06.04.2015","age","30-35","",24
"06.04.2015","age","35-45","",21
"06.04.2015","age","45+","",18
"06.04.2015","gender_age","F","1-18",8
"06.04.2015","gender_age","F","18-21",8
"06.04.2015","gender_age","F","21-24",13
"06.04.2015","gender_age","F","24-27",10
"06.04.2015","gender_age","F","27-30",7
"06.04.2015","gender_age","F","30-35",5
"06.04.2015","gender_age","F","35-45",2
"06.04.2015","gender_age","F","45+",5
"06.04.2015","gender_age","M","1-18",30
"06.04.2015","gender_age","M","18-21",37
"06.04.2015","gender_age","M","21-24",46
"06.04.2015","gender_age","M","24-27",38
"06.04.2015","gender_age","M","27-30",28
"06.04.2015","gender_age","M","30-35",19
"06.04.2015","gender_age","M","35-45",19
"06.04.2015","gender_age","M","45+",12
"06.04.2015","cities","Moscow","",38
"06.04.2015","cities","Saint Petersburg","",13
"06.04.2015","cities","Kiev","",7
"06.04.2015","cities","Nizhny Novgorod","",5
"06.04.2015","cities","Naberezhnye Chelny","",5
"06.04.2015","cities","Kaluga","",5
"06.04.2015","cities","Chelyabinsk","",5
"06.04.2015","cities","Cheboxary","",4
"06.04.2015","cities","Perm","",4
"06.04.2015","cities","Kemerovo","",4
"06.04.2015","cities","Kazan","",4
"06.04.2015","cities","Tyumen","",3
"06.04.2015","cities","Barnaul","",3
"06.04.2015","cities","Orenburg","",3
"06.04.2015","cities","Mogilev","",3
"06.04.2015","cities","Astana","",2
"06.04.2015","cities","Volgograd","",2
"06.04.2015","cities","Sochi","",2
"06.04.2015","cities","Brest","",2
"06.04.2015","cities","Izhevsk","",2
"06.04.2015","cities","Kirovograd","",2
"06.04.2015","cities","Nizhnevartovsk","",2
"06.04.2015","cities","Boston","",2
"06.04.2015","cities","Sterlitamak","",2
"06.04.2015","cities","Yaroslavl","",2
"06.04.2015","countries","Russia","",296
"06.04.2015","countries","Ukraine","",36
"06.04.2015","countries","Belarus","",22
"06.04.2015","countries","USA","",22
"06.04.2015","countries","Kazakhstan","",14
"06.04.2015","countries","Germany","",6
"06.04.2015","countries","Netherlands","",2
"06.04.2015","countries","Czech Republic","",2
"06.04.2015","countries","Italy","",2
"06.04.2015","countries","Georgia","",1
"06.04.2015","countries","Turkmenistan","",1
"06.04.2015","countries","China","",1
"06.04.2015","countries","Lithuania","",1
"06.04.2015","countries","Moldova","",1
"06.04.2015","countries","Greece","",1
"06.04.2015","countries","Japan","",1
"06.04.2015","countries","Brazil","",1
"06.04.2015","countries","Sweden","",1
"06.04.2015","countries","Canada","",1
"06.04.2015","countries","Latvia","",1
"06.04.2015","countries","","",1
"06.04.2015","countries","Turkey","",1
"06.04.2015","sections","Discussion board","",53
"06.04.2015","sections","Videos","",5
"06.04.2015","sections","Photos","",5
"06.04.2015","activity","Wall posts","",9
"06.04.2015","activity","Photo comments","",33
"06.04.2015","activity","Discussion comments","",5
"06.04.2015","feedback","Like","",47
"06.04.2015","feedback","Share","",4
"06.04.2015","feedback","Comments","",110
"06.04.2015","members","New members","",24
"06.04.2015","members","Members lost","",28
"05.04.2015","views","","",834
"05.04.2015","visitors","","",435
"05.04.2015","gender","F","",72
"05.04.2015","gender","M","",265
"05.04.2015","age","1-18","",38
"05.04.2015","age","18-21","",54
"05.04.2015","age","21-24","",54
"05.04.2015","age","24-27","",42
"05.04.2015","age","27-30","",31
"05.04.2015","age","30-35","",26
"05.04.2015","age","35-45","",27
"05.04.2015","age","45+","",31
"05.04.2015","gender_age","F","1-18",9
"05.04.2015","gender_age","F","18-21",10
"05.04.2015","gender_age","F","21-24",13
"05.04.2015","gender_age","F","24-27",8
"05.04.2015","gender_age","F","27-30",9
"05.04.2015","gender_age","F","30-35",1
"05.04.2015","gender_age","F","35-45",5
"05.04.2015","gender_age","F","45+",7
"05.04.2015","gender_age","M","1-18",29
"05.04.2015","gender_age","M","18-21",44
"05.04.2015","gender_age","M","21-24",41
"05.04.2015","gender_age","M","24-27",34
"05.04.2015","gender_age","M","27-30",22
"05.04.2015","gender_age","M","30-35",25
"05.04.2015","gender_age","M","35-45",22
"05.04.2015","gender_age","M","45+",24
"05.04.2015","cities","Moscow","",38
"05.04.2015","cities","Saint Petersburg","",14
"05.04.2015","cities","Almaty","",6
"05.04.2015","cities","Kiev","",6
"05.04.2015","cities","Kazan","",6
"05.04.2015","cities","Minsk ","",5
"05.04.2015","cities","Nizhny Novgorod","",5
"05.04.2015","cities","Tyumen","",3
"05.04.2015","cities","Boston","",3
"05.04.2015","cities","Volgograd","",3
"05.04.2015","cities","Lipetsk","",3
"05.04.2015","cities","Kaluga","",3
"05.04.2015","cities","Perm","",3
"05.04.2015","cities","Tomsk","",3
"05.04.2015","cities","Kemerovo","",3
"05.04.2015","cities","Krasnodar","",3
"05.04.2015","cities","Yaroslavl","",3
"05.04.2015","cities","Chelyabinsk","",2
"05.04.2015","cities","Bratsk","",2
"05.04.2015","cities","Novocherkassk","",2
"05.04.2015","cities","Donetsk","",2
"05.04.2015","cities","Naberezhnye Chelny","",2
"05.04.2015","cities","Orsk","",2
"05.04.2015","cities","Alexandrov","",2
"05.04.2015","cities","Rameshki","",2
"05.04.2015","countries","Russia","",294
"05.04.2015","countries","Ukraine","",48
"05.04.2015","countries","Kazakhstan","",25
"05.04.2015","countries","USA","",24
"05.04.2015","countries","Belarus","",17
"05.04.2015","countries","France","",8
"05.04.2015","countries","Germany","",6
"05.04.2015","countries","China","",4
"05.04.2015","countries","Azerbaijan","",2
"05.04.2015","countries","Netherlands","",1
"05.04.2015","countries","Bolivia","",1
"05.04.2015","countries","United Kingdom","",1
"05.04.2015","countries","Poland","",1
"05.04.2015","countries","Hungary","",1
"05.04.2015","countries","Turkey","",1
"05.04.2015","countries","Israel","",1
"05.04.2015","sections","Discussion board","",22
"05.04.2015","sections","Audio files","",1
"05.04.2015","sections","Videos","",7
"05.04.2015","sections","Photos","",4
"05.04.2015","activity","Wall posts","",9
"05.04.2015","activity","Photo comments","",28
"05.04.2015","activity","Discussion comments","",1
"05.04.2015","feedback","Like","",16
"05.04.2015","feedback","Share","",1
"05.04.2015","feedback","Comments","",85
"05.04.2015","members","New members","",22
"05.04.2015","members","Members lost","",24
"04.04.2015","views","","",833
"04.04.2015","visitors","","",423
"04.04.2015","gender","F","",66
"04.04.2015","gender","M","",261
"04.04.2015","age","1-18","",50
"04.04.2015","age","18-21","",43
"04.04.2015","age","21-24","",36
"04.04.2015","age","24-27","",39
"04.04.2015","age","27-30","",34
"04.04.2015","age","30-35","",28
"04.04.2015","age","35-45","",32
"04.04.2015","age","45+","",29
"04.04.2015","gender_age","F","1-18",10
"04.04.2015","gender_age","F","18-21",7
"04.04.2015","gender_age","F","21-24",9
"04.04.2015","gender_age","F","24-27",6
"04.04.2015","gender_age","F","27-30",2
"04.04.2015","gender_age","F","30-35",5
"04.04.2015","gender_age","F","35-45",6
"04.04.2015","gender_age","F","45+",10
"04.04.2015","gender_age","M","1-18",40
"04.04.2015","gender_age","M","18-21",36
"04.04.2015","gender_age","M","21-24",27
"04.04.2015","gender_age","M","24-27",33
"04.04.2015","gender_age","M","27-30",32
"04.04.2015","gender_age","M","30-35",23
"04.04.2015","gender_age","M","35-45",26
"04.04.2015","gender_age","M","45+",19
"04.04.2015","cities","Moscow","",27
"04.04.2015","cities","Saint Petersburg","",17
"04.04.2015","cities","Chelyabinsk","",7
"04.04.2015","cities","Volgograd","",4
"04.04.2015","cities","Perm","",4
"04.04.2015","cities","Minsk ","",4
"04.04.2015","cities","Samara","",4
"04.04.2015","cities","Cheboxary","",4
"04.04.2015","cities","Nizhny Novgorod","",4
"04.04.2015","cities","Donetsk","",3
"04.04.2015","cities","Bishkek","",3
"04.04.2015","cities","Orsk","",3
"04.04.2015","cities","Barnaul","",3
"04.04.2015","cities","Yakutsk","",2
"04.04.2015","cities","Gadyach","",2
"04.04.2015","cities","Chernovtsy","",2
"04.04.2015","cities","Novy Urengoy","",2
"04.04.2015","cities","Kirovograd","",2
"04.04.2015","cities","Saransk","",2
"04.04.2015","cities","Kaluga","",2
"04.04.2015","cities","New York City","",2
"04.04.2015","cities","Smolensk","",2
"04.04.2015","cities","Zlatoust","",2
"04.04.2015","cities","Karaganda","",2
"04.04.2015","cities","Severomorsk","",2
"04.04.2015","countries","Russia","",302
"04.04.2015","countries","Ukraine","",40
"04.04.2015","countries","USA","",22
"04.04.2015","countries","Belarus","",17
"04.04.2015","countries","Kazakhstan","",17
"04.04.2015","countries","France","",8
"04.04.2015","countries","Kyrgyzstan","",4
"04.04.2015","countries","Germany","",3
"04.04.2015","countries","Netherlands","",2
"04.04.2015","countries","Sweden","",2
"04.04.2015","countries","Azerbaijan","",1
"04.04.2015","countries","Turkmenistan","",1
"04.04.2015","countries","Moldova","",1
"04.04.2015","countries","Croatia","",1
"04.04.2015","countries","Ethiopia","",1
"04.04.2015","countries","Armenia","",1
"04.04.2015","sections","Discussion board","",41
"04.04.2015","sections","Audio files","",1
"04.04.2015","sections","Videos","",3
"04.04.2015","sections","Photos","",3
"04.04.2015","activity","Wall posts","",9
"04.04.2015","activity","Photo comments","",15
"04.04.2015","activity","Discussion comments","",1
"04.04.2015","feedback","Like","",14
"04.04.2015","feedback","Share","",1
"04.04.2015","feedback","Comments","",46
"04.04.2015","members","New members","",16
"04.04.2015","members","Members lost","",20
"03.04.2015","views","","",757
"03.04.2015","visitors","","",404
"03.04.2015","gender","F","",66
"03.04.2015","gender","M","",255
"03.04.2015","age","1-18","",40
"03.04.2015","age","18-21","",49
"03.04.2015","age","21-24","",38
"03.04.2015","age","24-27","",49
"03.04.2015","age","27-30","",34
"03.04.2015","age","30-35","",27
"03.04.2015","age","35-45","",31
"03.04.2015","age","45+","",24
"03.04.2015","gender_age","F","1-18",9
"03.04.2015","gender_age","F","18-21",8
"03.04.2015","gender_age","F","21-24",6
"03.04.2015","gender_age","F","24-27",10
"03.04.2015","gender_age","F","27-30",6
"03.04.2015","gender_age","F","30-35",6
"03.04.2015","gender_age","F","35-45",6
"03.04.2015","gender_age","F","45+",5
"03.04.2015","gender_age","M","1-18",31
"03.04.2015","gender_age","M","18-21",41
"03.04.2015","gender_age","M","21-24",32
"03.04.2015","gender_age","M","24-27",39
"03.04.2015","gender_age","M","27-30",28
"03.04.2015","gender_age","M","30-35",21
"03.04.2015","gender_age","M","35-45",25
"03.04.2015","gender_age","M","45+",19
"03.04.2015","cities","Moscow","",31
"03.04.2015","cities","Nizhny Novgorod","",8
"03.04.2015","cities","Novosibirsk","",6
"03.04.2015","cities","Saint Petersburg","",4
"03.04.2015","cities","Tyumen","",4
"03.04.2015","cities","Cheboxary","",4
"03.04.2015","cities","Saratov","",4
"03.04.2015","cities","Kharkiv","",4
"03.04.2015","cities","Donetsk","",4
"03.04.2015","cities","Tula","",3
"03.04.2015","cities","Tolyatti","",3
"03.04.2015","cities","Penza","",3
"03.04.2015","cities","Brest","",3
"03.04.2015","cities","Lipetsk","",3
"03.04.2015","cities","Yaroslavl","",2
"03.04.2015","cities","Surgut","",2
"03.04.2015","cities","Yekaterinburg","",2
"03.04.2015","cities","Kaliningrad","",2
"03.04.2015","cities","Makhachkala","",2
"03.04.2015","cities","Boston","",2
"03.04.2015","cities","Pskov","",2
"03.04.2015","cities","Kirovograd","",2
"03.04.2015","cities","Smolensk","",2
"03.04.2015","cities","Nizhnevartovsk","",2
"03.04.2015","cities","Karaganda","",2
"03.04.2015","countries","Russia","",287
"03.04.2015","countries","Ukraine","",44
"03.04.2015","countries","Kazakhstan","",19
"03.04.2015","countries","USA","",18
"03.04.2015","countries","Belarus","",17
"03.04.2015","countries","Germany","",3
"03.04.2015","countries","Netherlands","",2
"03.04.2015","countries","Turkmenistan","",1
"03.04.2015","countries","Armenia","",1
"03.04.2015","countries","Moldova","",1
"03.04.2015","countries","Spain","",1
"03.04.2015","countries","Turkey","",1
"03.04.2015","countries","Uzbekistan","",1
"03.04.2015","countries","United Arab Emirates","",1
"03.04.2015","countries","Romania","",1
"03.04.2015","countries","Portugal","",1
"03.04.2015","countries","United Kingdom","",1
"03.04.2015","countries","Belgium","",1
"03.04.2015","countries","Pakistan","",1
"03.04.2015","countries","Azerbaijan","",1
"03.04.2015","countries","Canada","",1
"03.04.2015","sections","Discussion board","",25
"03.04.2015","sections","Photos","",7
"03.04.2015","activity","Wall posts","",7
"03.04.2015","activity","Photo comments","",26
"03.04.2015","activity","Discussion comments","",2
"03.04.2015","feedback","Like","",29
"03.04.2015","feedback","Share","",5
"03.04.2015","feedback","Comments","",68
"03.04.2015","members","New members","",17
"03.04.2015","members","Members lost","",27
"02.04.2015","views","","",861
"02.04.2015","visitors","","",401
"02.04.2015","gender","F","",65
"02.04.2015","gender","M","",246
"02.04.2015","age","1-18","",35
"02.04.2015","age","18-21","",43
"02.04.2015","age","21-24","",44
"02.04.2015","age","24-27","",50
"02.04.2015","age","27-30","",32
"02.04.2015","age","30-35","",36
"02.04.2015","age","35-45","",18
"02.04.2015","age","45+","",16
"02.04.2015","gender_age","F","1-18",8
"02.04.2015","gender_age","F","18-21",6
"02.04.2015","gender_age","F","21-24",8
"02.04.2015","gender_age","F","24-27",14
"02.04.2015","gender_age","F","27-30",3
"02.04.2015","gender_age","F","30-35",8
"02.04.2015","gender_age","F","35-45",6
"02.04.2015","gender_age","F","45+",3
"02.04.2015","gender_age","M","1-18",27
"02.04.2015","gender_age","M","18-21",37
"02.04.2015","gender_age","M","21-24",36
"02.04.2015","gender_age","M","24-27",36
"02.04.2015","gender_age","M","27-30",29
"02.04.2015","gender_age","M","30-35",28
"02.04.2015","gender_age","M","35-45",12
"02.04.2015","gender_age","M","45+",13
"02.04.2015","cities","Moscow","",41
"02.04.2015","cities","Yekaterinburg","",7
"02.04.2015","cities","Perm","",6
"02.04.2015","cities","Saint Petersburg","",6
"02.04.2015","cities","Donetsk","",5
"02.04.2015","cities","Saratov","",5
"02.04.2015","cities","Minsk ","",5
"02.04.2015","cities","Naberezhnye Chelny","",4
"02.04.2015","cities","Kharkiv","",4
"02.04.2015","cities","Cheboxary","",4
"02.04.2015","cities","Boston","",3
"02.04.2015","cities","Izhevsk","",3
"02.04.2015","cities","Kaluga","",3
"02.04.2015","cities","Ufa","",3
"02.04.2015","cities","Chelyabinsk","",3
"02.04.2015","cities","Nizhny Novgorod","",3
"02.04.2015","cities","Belgorod","",2
"02.04.2015","cities","Simferopol","",2
"02.04.2015","cities","Kirov","",2
"02.04.2015","cities","Kazan","",2
"02.04.2015","cities","Krasnoyarsk","",2
"02.04.2015","cities","Pskov","",2
"02.04.2015","cities","Tyumen","",2
"02.04.2015","cities","Ulyanovsk","",2
"02.04.2015","cities","Kurgan","",2
"02.04.2015","countries","Russia","",289
"02.04.2015","countries","Ukraine","",38
"02.04.2015","countries","Belarus","",21
"02.04.2015","countries","Kazakhstan","",14
"02.04.2015","countries","USA","",14
"02.04.2015","countries","Germany","",6
"02.04.2015","countries","India","",3
"02.04.2015","countries","China","",3
"02.04.2015","countries","Romania","",2
"02.04.2015","countries","France","",2
"02.04.2015","countries","Ghana","",1
"02.04.2015","countries","Turkey","",1
"02.04.2015","countries","Sweden","",1
"02.04.2015","countries","Poland","",1
"02.04.2015","countries","Lithuania","",1
"02.04.2015","countries","Canada","",1
"02.04.2015","countries","Uzbekistan","",1
"02.04.2015","countries","Israel","",1
"02.04.2015","countries","Spain","",1
"02.04.2015","sections","Discussion board","",54
